Month,Category,Region,Sales ($),Profit ($),Units Sold
Jan,Toys,North,3979,491,53
Dec,Electronics,West,3424,823,81
Jan,Toys,East,5521,2883,23
Jul,Toys,West,3376,1988,146
Aug,Sports,South,1453,1385,84
May,Toys,West,4459,2367,117
Dec,Cosmetics,West,4547,1131,153
Nov,Electronics,North,2148,2593,150
May,Cosmetics,North,1522,113,45
Apr,Furniture,North,5577,2534,53
Jun,Clothing,South,1121,741,109
Jun,Toys,North,4618,1145,90
Mar,Sports,South,7630,324,23
Sep,Electronics,East,4722,2382,102
Dec,Sports,North,4083,2858,26
Nov,Sports,West,6930,1257,106
Jul,Sports,West,7723,1643,135
Jan,Toys,South,5813,891,63
Jul,Electronics,North,4307,1662,135
May,Electronics,West,4642,536,139
May,Sports,East,3817,1174,154
Feb,Clothing,North,8421,2047,32
Apr,Toys,East,8047,2139,138
Dec,Toys,West,9468,680,21
Jun,Cosmetics,North,6588,2102,150
Oct,Toys,South,8387,786,21
Nov,Sports,West,4402,464,66
Jul,Furniture,East,5332,368,95
Nov,Sports,North,9943,1816,27
May,Electronics,East,1164,1494,112
Sep,Toys,East,7989,1675,92
Mar,Toys,South,2956,177,103
Jan,Cosmetics,South,4860,288,152
Apr,Furniture,West,3775,1730,176
Sep,Toys,South,2768,1425,87
Apr,Cosmetics,South,7226,2818,82
Feb,Cosmetics,West,7621,2505,170
Oct,Furniture,West,1782,1058,185
May,Sports,West,8820,2483,142
Mar,Sports,West,1140,1002,97
Dec,Sports,East,1719,440,17
Sep,Clothing,East,2650,2981,156
Apr,Sports,West,8885,2714,189
Jun,Furniture,West,4573,2219,21
Feb,Clothing,North,2015,1165,81
Jun,Sports,North,5383,510,145
Mar,Clothing,North,9534,997,64
Dec,Furniture,South,7292,2985,131
Dec,Sports,East,7353,743,102
Sep,Electronics,East,4120,120,171
Nov,Toys,North,2823,777,91
Feb,Furniture,North,5426,1199,56
Dec,Cosmetics,East,1010,2750,117
Dec,Cosmetics,South,5604,187,44
Sep,Furniture,North,9813,1717,169
May,Cosmetics,West,1900,2164,188
Aug,Furniture,North,4747,2971,115
Feb,Electronics,East,2471,2530,143
Jun,Furniture,East,7861,1688,146
Mar,Sports,North,4103,2787,49
Dec,Sports,North,9518,1269,185
Dec,Clothing,West,1073,2600,105
Oct,Cosmetics,West,1250,2963,163
May,Toys,South,3497,1516,91
Dec,Cosmetics,South,5628,409,46
Aug,Furniture,West,9487,591,189
Oct,Toys,South,1297,859,149
Jan,Toys,South,9493,100,175
May,Cosmetics,North,9776,2188,25
Mar,Toys,West,7517,771,198
Apr,Toys,North,2634,311,33
Feb,Sports,North,6005,1456,154
Sep,Electronics,South,7029,2065,124
Mar,Furniture,North,9244,403,104
Feb,Cosmetics,East,6615,790,13
Oct,Sports,South,3844,1881,59
Nov,Clothing,East,6623,1933,117
Sep,Toys,South,5590,715,111
Jul,Toys,North,5948,622,140
Jun,Cosmetics,South,6190,2172,17
Jan,Electronics,East,8884,907,21
May,Electronics,South,7332,124,172
Dec,Cosmetics,East,1662,2743,75
Nov,Cosmetics,West,9199,1876,190
Nov,Sports,North,7475,207,102
Mar,Cosmetics,East,4087,1453,170
Jan,Clothing,West,5761,279,123
Apr,Sports,North,1668,980,27
Feb,Toys,West,4620,2278,113
Feb,Toys,East,1160,1930,195
Mar,Toys,North,7460,702,95
Aug,Toys,West,1017,2900,102
Aug,Furniture,East,3533,2906,54
Dec,Clothing,West,7510,267,152
Jul,Sports,North,5446,322,152
Jun,Sports,North,6554,568,54
Sep,Toys,North,3918,377,109
Apr,Electronics,East,1315,2337,71
Dec,Sports,West,5832,2678,93
Jan,Clothing,West,3211,1649,181
Aug,Cosmetics,East,8069,2120,29
Jul,Clothing,North,9511,1878,176
Jul,Toys,South,6133,720,48
Mar,Toys,North,7422,1313,138
Apr,Furniture,South,5527,317,117
Oct,Sports,North,3715,1434,76
Sep,Sports,East,9825,2383,56
Jun,Sports,South,7665,267,127
May,Toys,East,8107,2927,63
Mar,Sports,South,6132,2340,157
Sep,Electronics,West,9864,2389,146
May,Electronics,South,9662,1285,104
May,Cosmetics,South,7782,1462,37
Apr,Sports,South,3607,2938,73
Apr,Furniture,West,4332,2602,44
Dec,Cosmetics,East,5697,2340,49
Jan,Toys,West,7745,1525,134
Jul,Sports,South,6634,2539,111
Sep,Electronics,North,7260,2748,11
Mar,Furniture,West,2185,1165,140
Dec,Cosmetics,North,7995,192,23
Feb,Furniture,West,7109,1338,108
Mar,Sports,West,7441,2496,77
Jan,Clothing,South,1915,612,56
Jun,Furniture,East,8464,205,103
Nov,Furniture,East,2617,1355,191
Nov,Toys,South,3425,2864,195
Jul,Electronics,West,1425,1300,199
Nov,Sports,East,2787,1802,60
Nov,Furniture,East,3584,1417,57
Feb,Sports,East,5648,2935,164
Aug,Electronics,South,1168,1975,86
Jun,Toys,North,1514,1643,192
Apr,Sports,North,4435,1335,134
May,Electronics,North,5525,2970,122
Aug,Electronics,North,3616,1016,186
Mar,Cosmetics,North,9882,1868,161
Mar,Toys,East,4204,1176,19
Nov,Toys,East,8765,1356,144
Apr,Sports,West,9544,2830,125
Jan,Clothing,East,2117,1641,26
Sep,Cosmetics,South,2405,1050,31
Aug,Toys,West,6414,2191,68
Aug,Electronics,East,7341,2750,53
Oct,Toys,West,5174,1831,20
Jun,Clothing,West,1677,1639,51
Jul,Furniture,North,9742,2780,32
Jun,Furniture,West,1213,191,127
Sep,Toys,East,2666,858,197
Mar,Toys,North,5254,830,71
Mar,Cosmetics,East,3786,1053,120
Mar,Toys,North,9213,1561,63
Oct,Clothing,East,6860,436,91
Mar,Toys,North,2261,1417,128
Sep,Sports,North,2172,799,118
Dec,Clothing,South,5880,1024,121
Apr,Cosmetics,East,3054,2827,22
Jul,Sports,West,3815,2411,77
Sep,Sports,North,5674,2252,116
Nov,Furniture,East,6196,2116,36
Dec,Clothing,North,5584,2371,124
Jul,Sports,South,6021,1077,177
Sep,Cosmetics,South,7230,214,83
Dec,Furniture,South,3631,1358,101
Mar,Sports,South,7345,1397,94
Apr,Clothing,West,9096,2078,125
Aug,Furniture,West,7300,2876,84
Jun,Clothing,North,8348,133,93
May,Clothing,East,6844,1511,92
Apr,Clothing,South,3176,1832,147
Aug,Furniture,South,6362,2609,24
Jan,Sports,West,9097,548,54
Sep,Toys,West,6599,2976,190
Jan,Electronics,South,5258,1337,91
Aug,Sports,East,5119,1169,16
Apr,Furniture,North,7640,504,167
Sep,Electronics,North,5288,432,87
Nov,Electronics,North,1877,2137,39
May,Electronics,North,5485,2387,127
Mar,Toys,East,3544,1377,164
Sep,Cosmetics,East,6059,327,58
Nov,Furniture,East,8164,2880,194
Sep,Toys,West,3600,265,110
Apr,Toys,South,4528,684,185
Nov,Cosmetics,East,3408,836,178
Apr,Electronics,North,5860,1634,90
Dec,Cosmetics,East,4948,697,39
Aug,Cosmetics,South,3334,692,12
Feb,Toys,West,1767,2874,46
Sep,Furniture,North,5883,1799,39
Jun,Clothing,West,5206,1513,63
Sep,Cosmetics,East,6948,1546,122
Aug,Cosmetics,North,8085,1024,95
Jul,Electronics,North,1744,748,109
Jan,Electronics,East,5174,1787,94
Dec,Toys,East,8198,546,144
Mar,Electronics,South,3556,196,17
Nov,Sports,East,6066,2526,95
Feb,Cosmetics,East,8797,2817,72
May,Electronics,East,5161,1803,167
May,Furniture,North,1286,1367,102
May,Sports,South,4247,730,147
Apr,Toys,North,6099,2855,58
May,Clothing,East,1003,602,130
Mar,Cosmetics,South,6935,387,48
Dec,Cosmetics,East,1411,468,43
Jan,Furniture,North,5345,164,111
May,Clothing,North,4727,261,19
Sep,Clothing,East,2356,2744,18
Sep,Toys,South,9349,2718,197
Apr,Toys,North,2600,1917,105
Mar,Sports,East,8157,761,142
Jan,Cosmetics,West,6706,580,172
Feb,Electronics,East,6559,1756,148
Aug,Toys,East,8196,2416,51
Jan,Furniture,South,6073,1890,89
Aug,Furniture,East,3382,2883,100
Jul,Furniture,West,1152,666,157
Aug,Toys,East,3796,505,188
Dec,Toys,West,8282,864,10
Jun,Furniture,North,7951,2040,20
Dec,Toys,East,3805,965,70
Sep,Electronics,South,5080,1217,88
Mar,Electronics,East,6850,2537,176
Oct,Sports,West,8362,2694,113
Apr,Cosmetics,West,2328,1335,57
Jun,Electronics,South,3392,841,91
Aug,Sports,West,4153,2733,37
May,Clothing,East,9192,1931,98
Mar,Cosmetics,West,1166,142,84
Jun,Electronics,East,4254,1565,89
Apr,Clothing,East,6060,1638,45
Sep,Sports,West,2885,1010,96
Mar,Electronics,South,5368,706,79
Apr,Electronics,North,8529,1518,116
Jul,Toys,South,1899,2385,199
Jul,Clothing,North,3248,1802,115
Dec,Electronics,South,4412,818,79
Dec,Furniture,East,7449,2889,19
Apr,Toys,East,4132,2551,14
Jun,Toys,West,9155,313,37
Dec,Electronics,North,9136,2993,68
Mar,Toys,North,1359,231,146
Jun,Cosmetics,West,7450,2156,176
Dec,Clothing,South,8647,1866,101
Feb,Cosmetics,West,9525,252,71
Aug,Sports,South,1730,2578,98
Feb,Cosmetics,West,8067,582,116
Nov,Furniture,North,2417,2120,47
Jul,Toys,North,8767,404,161
Sep,Toys,South,8888,2431,130
Jan,Furniture,North,4763,2619,180
Aug,Toys,North,7928,2116,119
Jul,Cosmetics,North,6696,1092,153
Jun,Sports,North,1878,2337,75
Jun,Electronics,East,6482,1651,75
Jun,Furniture,West,3884,2659,55
Sep,Cosmetics,West,3297,442,158
Feb,Cosmetics,East,9852,814,69
Jan,Cosmetics,North,8371,1809,147
Dec,Electronics,West,4985,2827,155
Jun,Clothing,West,2269,1157,99
Oct,Toys,West,2294,570,178
Nov,Toys,South,2009,840,173
Aug,Sports,East,2757,612,122
Mar,Clothing,South,8776,1238,94
Dec,Toys,South,7578,2292,75
Oct,Sports,East,9180,658,55
Jan,Sports,West,3841,891,127
Sep,Cosmetics,South,6716,1301,160
Jan,Furniture,West,3404,1848,176
Mar,Cosmetics,South,4562,459,104
Aug,Electronics,West,2271,384,13
Mar,Toys,North,9444,2912,178
Apr,Sports,North,3768,2731,12
Aug,Furniture,North,8801,1857,190
Jan,Toys,East,9928,2874,129
Jun,Sports,North,7142,1483,83
Jan,Sports,South,2928,1622,115
Jan,Cosmetics,West,7266,1264,105
Aug,Furniture,West,6413,1791,45
Nov,Furniture,West,7828,1345,186
Apr,Toys,West,3190,1512,36
Dec,Sports,South,2002,1453,62
Jan,Furniture,West,7654,842,58
Oct,Furniture,South,9094,1516,111
Jul,Toys,South,7067,2801,10
May,Cosmetics,West,4752,457,183
May,Clothing,West,7200,2052,71
Jan,Electronics,West,5137,2734,108
Oct,Clothing,South,4702,139,75
Nov,Furniture,East,6943,2420,159
Jun,Sports,South,5438,2976,176
Sep,Electronics,East,5427,2770,53
Sep,Electronics,West,6556,557,11
Aug,Sports,South,9532,2068,68
May,Electronics,West,3388,2381,165
Jan,Sports,East,7992,296,23
Sep,Electronics,East,7325,1974,25
Jan,Toys,South,2700,1834,60
Aug,Toys,South,6383,2683,109
May,Clothing,South,2233,1037,37
Mar,Electronics,South,3298,2294,62
Nov,Cosmetics,North,9329,2721,61
Jul,Sports,North,3930,129,125
Jul,Electronics,West,2833,2254,162
Sep,Toys,East,3139,1801,194
Jul,Toys,East,9399,489,18
Nov,Sports,West,7436,2553,20
Mar,Cosmetics,West,3208,1244,116
Nov,Electronics,West,8553,2731,54
Jan,Electronics,North,6622,446,94
Aug,Cosmetics,West,7286,2944,11
Dec,Cosmetics,East,8936,218,191
Mar,Cosmetics,West,4690,619,171
Dec,Toys,South,3609,1338,179
Aug,Sports,East,7178,2880,78
Aug,Cosmetics,East,1223,2227,148
May,Sports,East,4774,2566,38
Dec,Clothing,North,8916,683,120
Jan,Electronics,North,9514,2859,101
Oct,Electronics,East,6973,1808,14
Jul,Furniture,South,3086,1412,29
Dec,Clothing,East,7896,2381,110
Oct,Cosmetics,North,8483,2408,48
May,Cosmetics,South,8663,2081,169
Aug,Toys,East,8284,2804,166
Sep,Clothing,North,6461,1145,136
Nov,Cosmetics,South,3287,2225,10
Jul,Furniture,West,9878,841,128
Jul,Sports,West,5835,771,138
Jan,Electronics,East,3534,1871,13
Apr,Clothing,West,6530,1785,152
Feb,Electronics,North,1622,2177,184
Feb,Sports,South,2075,2585,167
Feb,Clothing,East,7876,1796,143
Apr,Sports,South,9495,162,111
Jan,Cosmetics,South,9855,1553,138
Apr,Cosmetics,South,6237,256,71
Feb,Cosmetics,North,4994,2716,142
May,Sports,East,3694,876,63
Mar,Sports,West,5304,2401,58
Dec,Sports,South,4198,2003,16
Aug,Electronics,South,6412,1450,109
Apr,Sports,South,9710,2346,12
Jan,Cosmetics,North,8389,1438,85
Jan,Furniture,West,5433,105,132
Dec,Sports,South,6909,1379,198
Oct,Furniture,North,9017,2002,88
Mar,Cosmetics,North,4810,920,178
Sep,Sports,South,1912,1443,158
Jul,Electronics,South,8442,2123,41
Feb,Electronics,North,5902,2395,21
Sep,Furniture,North,4188,103,113
Oct,Toys,South,4228,2660,120
Feb,Electronics,North,1571,2985,16
Mar,Electronics,North,8768,2653,188
Nov,Electronics,South,6135,130,182
Oct,Cosmetics,South,9289,1956,104
Feb,Electronics,East,5033,1752,74
Mar,Clothing,West,2639,1398,197
Jun,Sports,South,7443,808,54
Sep,Electronics,South,5842,985,43
Sep,Toys,South,6541,1300,148
Jul,Toys,West,5027,2079,170
Dec,Electronics,East,1260,847,17
Mar,Electronics,North,2797,2226,54
Apr,Clothing,West,1331,2390,113
Jun,Electronics,South,5210,600,87
Nov,Electronics,South,9459,304,171
May,Sports,East,3059,1583,54
Feb,Toys,East,1072,1506,132
Jun,Clothing,East,6111,2870,189
Mar,Toys,North,3921,432,147
Aug,Clothing,West,4888,2750,52
Feb,Toys,West,1177,265,90
Jan,Electronics,East,2999,2308,20
Sep,Toys,North,9963,105,173
Dec,Toys,West,8426,2352,155
Mar,Clothing,South,5495,631,14
Nov,Furniture,South,1269,1800,40
Jan,Clothing,South,2655,2192,25
Jul,Clothing,West,3533,556,18
Oct,Clothing,East,5982,326,11
May,Cosmetics,South,5361,2146,46
May,Cosmetics,East,7118,2199,93
Jan,Cosmetics,North,9696,1842,196
Sep,Clothing,South,3404,570,67
Jul,Furniture,North,3201,996,92
Aug,Clothing,East,7019,1420,115
Sep,Electronics,West,6659,2761,145
Jun,Furniture,East,2153,2659,61
Dec,Cosmetics,South,5161,2933,84
May,Toys,South,2336,1764,86
Jun,Toys,East,9598,1625,78
Nov,Sports,South,4478,1325,134
Feb,Furniture,South,1276,2562,189
Apr,Cosmetics,North,7758,2761,43
Mar,Furniture,West,4480,1545,185
Jul,Furniture,East,3361,2667,106
Sep,Toys,North,6368,773,161
May,Clothing,South,9652,1196,22
Jun,Electronics,North,3446,2492,59
Oct,Sports,West,8601,2922,100
Dec,Cosmetics,East,6051,2732,13
Dec,Furniture,West,4517,1332,73
Feb,Sports,West,5802,997,83
Mar,Furniture,North,3375,2062,176
Mar,Toys,North,8850,947,195
Dec,Electronics,West,7744,2066,25
Dec,Toys,South,7389,2872,93
Sep,Sports,East,7248,2804,199
Jul,Cosmetics,South,1971,2758,147
Aug,Furniture,South,8136,2327,118
Nov,Electronics,East,9344,746,71
Oct,Toys,North,4960,537,170
Nov,Sports,South,4086,1600,179
Sep,Toys,North,9921,2542,53
Jun,Furniture,East,4967,1825,183
Apr,Furniture,South,5951,1665,95
Dec,Cosmetics,North,5002,2741,90
Jan,Electronics,North,3332,2204,131
Aug,Clothing,South,5375,1843,113
Jul,Toys,East,1685,425,168
Feb,Furniture,West,4888,421,142
Aug,Sports,North,1968,2330,129
Dec,Toys,East,8320,2382,155
May,Cosmetics,South,3033,2766,143
Jul,Cosmetics,North,8075,1309,115
Apr,Furniture,North,6261,365,187
May,Furniture,North,9959,941,136
Aug,Furniture,East,1645,428,37
Jan,Clothing,North,5121,782,116
Jan,Furniture,North,9112,2171,33
Apr,Toys,South,7436,1384,37
Mar,Toys,North,9828,1478,195
Oct,Electronics,East,8097,2343,155
Dec,Sports,South,9292,2758,13
Feb,Furniture,West,6586,2011,113
Dec,Toys,South,1868,1456,186
Mar,Toys,North,6914,2760,137
Nov,Toys,West,9213,1987,137
Nov,Clothing,South,7355,2078,115
Nov,Sports,North,2903,731,169
Jan,Cosmetics,South,3576,420,105
Jan,Toys,East,5109,1570,136
Jun,Furniture,North,5614,1500,102
May,Toys,East,9014,302,75
Aug,Sports,North,4293,2324,67
Feb,Cosmetics,East,2935,726,20
Apr,Clothing,West,1615,1968,120
Aug,Electronics,East,6057,2179,113
Dec,Furniture,South,9478,826,74
Jun,Electronics,North,2923,1053,137
Jan,Clothing,South,7455,2967,26
Apr,Sports,East,8604,2938,123
Jan,Sports,North,9152,2390,89
Feb,Clothing,East,3773,1921,75
May,Toys,West,6193,169,127
Aug,Clothing,West,2903,1194,122
Aug,Furniture,West,1143,1746,141
Nov,Cosmetics,East,8496,257,169
Mar,Electronics,East,3256,648,80
Nov,Electronics,West,1699,1939,166
Apr,Sports,East,7318,2051,70
Oct,Toys,South,1270,2473,197
Nov,Sports,East,9254,1158,67
Jun,Furniture,South,2007,2607,62
Nov,Clothing,West,8203,2563,14
Nov,Electronics,East,4724,2718,123
Oct,Furniture,West,7599,985,70
Mar,Sports,North,7487,610,30
Feb,Sports,East,8917,467,195
Jun,Electronics,East,5509,2010,23
Nov,Sports,West,6400,982,105
May,Toys,West,5320,2354,88
Oct,Sports,West,6472,2725,191
May,Cosmetics,North,8206,1897,87
Oct,Clothing,North,7872,1393,50
May,Sports,West,8923,768,25
Oct,Cosmetics,East,5716,2253,60
Dec,Furniture,East,8118,765,10
May,Sports,West,3620,359,49
Mar,Toys,South,3536,1608,27
Jul,Furniture,North,6103,412,43
Jun,Sports,North,8080,2778,198
Apr,Electronics,South,6317,1944,109
Feb,Cosmetics,West,2195,2684,158
Dec,Cosmetics,East,9699,1633,138
Sep,Electronics,East,1404,1600,164
Jan,Clothing,North,2294,773,188
Nov,Toys,South,7054,1523,148
Apr,Cosmetics,East,4625,2120,129
Jan,Furniture,North,8868,2497,111
Jun,Toys,East,3819,2362,124
Apr,Cosmetics,East,5759,1506,23
May,Clothing,East,6745,1247,101
May,Furniture,North,8564,1791,192
Sep,Toys,South,4637,1828,164
Jan,Furniture,West,2873,427,159
Feb,Electronics,South,2406,1688,30
Jun,Sports,East,6514,2994,129
May,Electronics,South,2577,197,161
Nov,Toys,East,8772,758,28
Jul,Sports,North,6379,2447,33
Mar,Electronics,North,6311,2177,35
Mar,Sports,North,9828,1197,162
Oct,Cosmetics,East,6547,2319,54
Feb,Furniture,South,1807,1117,117
Mar,Sports,West,3395,1022,166
Oct,Cosmetics,West,5524,2231,148
Jan,Clothing,North,2415,1708,33
May,Electronics,West,8508,1413,33
Dec,Clothing,East,3449,738,21
May,Toys,South,4496,184,144
Dec,Cosmetics,West,8103,1377,177
Nov,Clothing,West,5732,2811,90
Jul,Clothing,South,8022,1947,108
Apr,Cosmetics,West,8495,618,79
Mar,Furniture,South,9706,1430,88
Jan,Sports,East,6099,283,32
Dec,Toys,East,8332,1072,132
Aug,Toys,East,4294,2488,47
Mar,Electronics,North,3908,326,168
Feb,Sports,East,6416,936,38
Nov,Electronics,West,9532,2411,181
Apr,Toys,North,6670,2597,165
Mar,Sports,North,3468,1374,85
Jan,Clothing,North,3428,269,77
Mar,Furniture,East,4688,665,30
Dec,Clothing,North,7148,2035,18
Feb,Furniture,East,3027,2279,58
Aug,Cosmetics,East,8171,926,107
Jun,Electronics,North,1315,705,46
Sep,Electronics,North,4989,449,30
Aug,Cosmetics,West,1530,198,197
Oct,Sports,North,8884,1869,32
Mar,Cosmetics,East,2859,1904,147
May,Toys,West,5757,1160,79
Jul,Cosmetics,West,8872,174,158
May,Furniture,East,2067,2205,110
Aug,Toys,North,1727,501,38
Dec,Cosmetics,North,1243,287,68
May,Electronics,South,1711,238,177
Jan,Clothing,North,8924,242,30
May,Furniture,South,9462,207,95
Apr,Furniture,West,3560,320,108
Jun,Sports,West,6139,244,72
Mar,Clothing,West,4560,609,55
Nov,Furniture,South,5003,2523,142
May,Cosmetics,East,3177,104,24
Feb,Furniture,East,1837,487,114
Nov,Furniture,West,4714,2715,120
Jun,Furniture,South,4078,1857,92
Dec,Sports,South,6032,1995,89
Jun,Furniture,West,2650,659,177
May,Furniture,North,3948,1939,120
Jun,Sports,West,3520,1871,116
Nov,Toys,South,8269,1883,96
Jul,Clothing,North,8597,464,13
Dec,Toys,East,1362,516,161
May,Electronics,North,9841,1735,51
Jan,Sports,East,3256,2168,128
Aug,Sports,South,8352,2761,35
Apr,Furniture,West,5358,616,115
Sep,Furniture,West,6297,1320,113
Oct,Electronics,West,5861,760,17
Dec,Furniture,West,1875,429,82
Jun,Cosmetics,West,6955,477,87
Jan,Furniture,South,8129,259,157
Mar,Furniture,South,4851,757,75
Mar,Cosmetics,West,8805,2501,77
Oct,Electronics,North,7656,1363,108
Dec,Cosmetics,West,2922,178,192
Dec,Sports,East,9820,2299,87
Apr,Cosmetics,East,2128,2664,94
Jun,Clothing,East,5561,2530,88
Jul,Sports,East,9955,792,48
Oct,Furniture,West,2019,2137,59
Apr,Sports,East,6024,2499,29
Jun,Electronics,North,8574,1324,79
Nov,Electronics,West,4927,1050,165
Jan,Cosmetics,East,3841,2280,126
Aug,Sports,West,6477,2088,121
Jul,Furniture,West,9866,2781,180
Nov,Electronics,West,2008,2316,37
Nov,Toys,South,2226,965,128
Sep,Furniture,East,2635,490,107
Mar,Toys,South,8261,1981,82
Feb,Clothing,North,9515,1508,160
Jan,Toys,North,8529,919,117
Mar,Electronics,South,2685,2245,172
May,Cosmetics,East,4712,2927,31
Nov,Clothing,West,8058,439,14
Feb,Sports,North,9733,1654,69
Dec,Furniture,North,3944,231,178
Mar,Electronics,North,2327,2357,166
Apr,Clothing,East,6906,476,172
Jul,Clothing,South,9830,739,123
Mar,Electronics,South,3260,1621,107
Sep,Sports,East,2429,540,54
Aug,Sports,North,3962,1841,122
Apr,Cosmetics,East,8386,1303,146
Jan,Toys,East,3468,340,188
Jan,Sports,South,4228,1909,23
Jan,Cosmetics,East,9320,2648,78
Jan,Toys,East,5399,122,123
Aug,Clothing,North,4966,2779,65
Mar,Electronics,West,6281,1303,120
Jun,Sports,North,6017,1987,100
Mar,Cosmetics,South,6155,274,20
Nov,Clothing,West,2250,297,167
May,Sports,North,5688,198,124
Jul,Furniture,East,5073,844,110
Feb,Clothing,East,4787,1550,176
Jun,Sports,West,6658,552,107
Jun,Clothing,West,4772,1881,124
Nov,Electronics,East,3212,598,161
Mar,Electronics,South,7867,240,89
Jun,Electronics,North,7963,1814,67
Oct,Toys,East,6693,2920,39
Oct,Furniture,North,4991,2322,161
May,Electronics,North,3187,2567,76
Dec,Furniture,North,4032,775,38
Feb,Electronics,North,4903,1563,51
Sep,Toys,South,9220,2679,128
Aug,Clothing,South,4670,1017,71
Mar,Sports,South,6727,1922,164
Aug,Sports,East,5894,2508,38
Sep,Electronics,East,6518,2593,194
Mar,Sports,East,3336,2703,198
Mar,Electronics,South,4323,807,38
Feb,Electronics,North,8120,1830,113
Aug,Cosmetics,South,8859,1980,66
Oct,Cosmetics,East,1099,660,64
Jan,Cosmetics,West,4656,1096,125
Aug,Furniture,East,7786,158,181
Jul,Cosmetics,North,1693,1290,137
Jul,Electronics,South,5801,1066,165
Mar,Toys,West,9209,1724,174
Jan,Toys,West,4709,1906,160
Apr,Clothing,North,3770,362,86
Sep,Cosmetics,South,2030,1554,78
May,Toys,West,5475,2343,67
Jan,Cosmetics,East,5209,453,169
May,Clothing,North,7995,1040,94
Aug,Toys,West,2619,146,78
Aug,Electronics,North,3516,852,110
May,Furniture,South,8995,1432,45
Dec,Cosmetics,South,2125,329,169
Sep,Toys,South,9684,2024,196
Jan,Toys,East,7906,856,137
Apr,Clothing,West,6604,2463,197
Mar,Electronics,South,4036,861,96
Feb,Sports,East,3526,1200,83
Aug,Toys,South,1166,2209,102
Jul,Furniture,South,5189,337,164
Sep,Clothing,West,8348,177,108
Feb,Toys,East,1575,2881,33
Apr,Toys,South,8171,2706,96
Jun,Clothing,East,9797,2797,76
Nov,Clothing,East,4343,2084,173
Mar,Cosmetics,South,2818,1152,151
Aug,Toys,South,7023,1258,77
Mar,Sports,North,8979,450,181
Dec,Furniture,West,6171,1012,185
Feb,Electronics,South,6409,449,115
Mar,Electronics,North,5541,1404,128
Nov,Sports,West,7380,2623,41
Jun,Clothing,South,4860,391,129
Feb,Clothing,East,2514,1312,154
Aug,Clothing,West,2067,567,194
Jan,Toys,East,1881,1365,176
Jul,Clothing,North,7909,2453,169
Feb,Clothing,South,6032,1307,139
Oct,Toys,North,7502,2625,87
Dec,Toys,South,4639,2596,179
Jun,Sports,South,5557,329,47
